Compound,Smiles,pka,prot_smiles,deprot_smiles,acid_base_type,acid_base_string,prot_charge,deprot_charge,CH_strength,XH_strength,HBA_strength,Hyd_Apolar,Hyd_Polar,Hyd,NCCC,CCNC,CCCO,CCNN,NCCN,CNNC,CNCN,NCCO,CNCO,CNNN,NCNN,CCSO,NCSO,nA,nN,nD,nC,nF,nQ,nG,nH,nI,nP,nL,nK,nM,nT,nY,nV,nW,LipinskiFailures,nBase,ALogp2,nAcid,nRings4,nRings7,tpsaEfficiency,WTPT.5,PetitjeanNumber,MDEC.44,MDEO.11,MDEO.12,MDEN.11,MDEN.12,MDEN.13,MDEN.23,MDEN.33,khs.sCH3,khs.dCH2,khs.tCH,khs.dsCH,khs.sssCH,khs.ddC,khs.dssC,khs.aaaC,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.sssNH,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sPH2,khs.dsssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sssdAs,khs.sBr,khs.sI,HybRatio,FMF,SC.6,VC.4,VC.6,VCH.4,VCH.7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,nHBDon,nHBAcc,apol
2505,COc1ccc(Cn2cc(-c3nn[nH]n3)c(=O)c3c(F)ccc(F)c32)cc1,5.400000095,COc1ccc(Cn2cc(-c3nn[nH]n3)c(=O)c3c(F)ccc(F)c32)cc1,COc1ccc(Cn2cc(-c3nn[n-]n3)c(=O)c3c(F)ccc(F)c32)cc1,acidic,A,0,-1,8.0884,1.0405,4.5498,-4.067423518,-22.26845124,-23.83503824,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.41537129,2,0,0,0.23215696,15.63326759,0.5,0,0,0.1,0,0,0,0.894427191,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0.814814815,0,0,0,0,0.120714475,0,0,2,11,3,1,0,0,0,1,4,48.566309
2514,COc1ccc(N(Cc2nn[nH]n2)Cc2ccc(Cl)cc2Cl)cc1,4.289999962,COc1ccc(N(Cc2nn[nH]n2)Cc2ccc(Cl)cc2Cl)cc1,COc1ccc(N(Cc2nn[n-]n2)Cc2ccc(Cl)cc2Cl)cc1,acidic,A,0,-1,8.5463,0.9041,4.0324,-2.090798279,-18.93881453,-17.15243786,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.55939076,2,0,0,0.18434697,15.55246675,0.5,0,0,0,0,0,0,1.154700538,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.1875,0.833333333,0,0,0,0,0.102398716,0,0,1,11,1,2,0,0,0,1,4,48.823895
2515,COc1ccc(N(Cc2nn[nH]n2)Cc2ccc(F)cc2F)cc1,4.309999943,COc1ccc(N(Cc2nn[nH]n2)Cc2ccc(F)cc2F)cc1,COc1ccc(N(Cc2nn[n-]n2)Cc2ccc(F)cc2F)cc1,acidic,A,0,-1,9.2463,0.9454,4.5038,-2.468690249,-21.8835086,-20.68374761,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.28362304,2,0,0,0.202129431,15.55246675,0.5,0,0,0,0,0,0,1.154700538,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0.833333333,0,0,0,0,0.066029068,0,0,1,11,1,2,0,0,0,1,4,45.577895
2625,COc1cccc(-c2nn[nH]n2)c1,3.910000086,COc1cccc(-c2nn[nH]n2)c1,COc1cccc(-c2nn[n-]n2)c1,acidic,A,0,-1,4.4812,0.9469,2.6772,-1.916061185,-12.05499522,-11.38592256,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.646089,2,0,0,0.361731518,12.03067707,0.428571429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.846153846,0,0,0,0,0.038139064,0,0,1,5,1,0,0,0,0,1,3,24.616344
2678,COc1ccccc1-c1nn[nH]n1,4.800000191,COc1ccccc1-c1nn[nH]n1,COc1ccccc1-c1nn[n-]n1,acidic,A,0,-1,4.0913,0.9469,2.4567,-1.916563098,-11.02681644,-10.76089866,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.646089,2,0,0,0.361731518,12.03543477,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.846153846,0,0,0,0,0.037274261,0,0,1,5,1,0,0,0,0,1,3,24.616344
2821,C[C@@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@@H](NC(=O)CCn1[nH]nnc1=S)c1ccccc1,4.300000191,C[C@@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@@H](NC(=O)CCn1[nH]nnc1=S)c1ccccc1,C[C@@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@@H](NC(=O)CCn1[n-]nnc1=S)c1ccccc1,acidic,A,0,-1,17.66,4.1652,9.0594,-4.735492352,-42.61596558,-40.98716539,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,35.25865641,2,0,0,0.284810657,24.56926358,0.473684211,0,0.425695024,0.646330407,0,0,0,1.779756963,0,1,0,0,0,6,0,3,2,0,0,0,3,2,0,0,2,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.485714286,0.895833333,0.102062073,0.088388348,0.018042196,0,0.707227178,0,0,3,10,3,3,9,5,0,5,9,104.513306
2891,C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@@H](NC(=O)CCc1nn[nH]n1)c1ccccc1,5.400000095,C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@@H](NC(=O)CCc1nn[nH]n1)c1ccccc1,C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@@H](NC(=O)CCc1nn[n-]n1)c1ccccc1,acidic,A,0,-1,17.4592,4.0341,8.7805,-4.825047801,-41.17982792,-40.32428298,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,20.21851225,2,0,0,0.261274328,24.2012944,0.473684211,0,0.425695024,0.646330407,0,0,0,0,0,1,0,0,0,6,0,3,2,0,0,0,3,2,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485714286,0.914893617,0.102062073,0.088388348,0.018042196,0,0.687862261,0,0,4,10,3,2,10,5,0,5,10,101.613306
2893,C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@H](NC(=O)CCc1nn[nH]n1)c1ccccc1,5.400000095,C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@H](NC(=O)CCc1nn[nH]n1)c1ccccc1,C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@H](NC(=O)CCc1nn[n-]n1)c1ccccc1,acidic,A,0,-1,17.6943,4.088,8.9297,-4.823900574,-41.92452199,-41.11278681,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,20.21851225,2,0,0,0.261274328,24.2012944,0.473684211,0,0.425695024,0.646330407,0,0,0,0,0,1,0,0,0,6,0,3,2,0,0,0,3,2,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485714286,0.914893617,0.102062073,0.088388348,0.018042196,0,0.687862261,0,0,4,10,3,2,10,5,0,5,10,101.613306
3426,Cc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1,4.099999905,Cc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1,Cc1ccc(-c2cccc(-c3nn[n-]n3)c2)cc1,acidic,A,0,-1,5.5427,0.89,2.094,-3.22459369,-9.368977055,-9.718044933,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.916416,2,0,0,0.230658919,12.0483582,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.944444444,0,0,0,0,0.082354389,0,0,1,8,4,1,0,0,0,1,3,37.041516
3499,Cc1ccc(N(Cc2nn[nH]n2)Cc2ccc(Cl)cc2Cl)cc1,4.260000229,Cc1ccc(N(Cc2nn[nH]n2)Cc2ccc(Cl)cc2Cl)cc1,Cc1ccc(N(Cc2nn[n-]n2)Cc2ccc(Cl)cc2Cl)cc1,acidic,A,0,-1,7.5589,0.9013,3.3053,-2.0166826,-15.19249522,-13.30738528,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24.25759504,2,0,0,0.166248667,15.54412881,0.454545455,0,0,0,0,0,0,1.154700538,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.1875,0.869565217,0,0,0,0,0.118836263,0,0,1,10,2,3,0,0,0,1,4,48.021895
3500,Cc1ccc(N(Cc2nn[nH]n2)Cc2ccc(F)cc2F)cc1,4.230000019,Cc1ccc(N(Cc2nn[nH]n2)Cc2ccc(F)cc2F)cc1,Cc1ccc(N(Cc2nn[n-]n2)Cc2ccc(F)cc2F)cc1,acidic,A,0,-1,8.2533,0.9514,3.7731,-2.394765774,-18.13996176,-16.9335325,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.05925476,2,0,0,0.183099299,15.54412881,0.454545455,0,0,0,0,0,0,1.154700538,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0.869565217,0,0,0,0,0.082466615,0,0,1,10,2,3,0,0,0,1,4,44.775895
3959,Clc1ccc(CN(Cc2nn[nH]n2)c2ccccc2)c(Cl)c1,4.539999962,Clc1ccc(CN(Cc2nn[nH]n2)c2ccccc2)c(Cl)c1,Clc1ccc(CN(Cc2nn[n-]n2)c2ccccc2)c(Cl)c1,acidic,A,0,-1,7.3335,0.9043,3.321,-2.254326004,-15.34686902,-13.71809273,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.704721,2,0,0,0.173244763,15.54089196,0.5,0,0,0,0,0,0,1.154700538,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.133333333,0.909090909,0,0,0,0,0.092980269,0,0,1,11,1,2,0,0,0,1,4,44.928309
3960,Clc1ccc(CN(Cc2nn[nH]n2)c2ccccc2)cc1,4.380000114,Clc1ccc(CN(Cc2nn[nH]n2)c2ccccc2)cc1,Clc1ccc(CN(Cc2nn[n-]n2)c2ccccc2)cc1,acidic,A,0,-1,7.3052,0.8887,3.1302,-2.621391013,-14.15984704,-12.6833413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.24760516,2,0,0,0.192916086,15.54223803,0.5,0,0,0,0,0,0,1.154700538,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.133333333,0.952380952,0,0,0,0,0.072554345,0,0,1,11,1,2,0,0,0,1,4,43.415102
3961,Clc1ccc(CN(Cc2nn[nH]n2)c2ccccc2)cc1Cl,4.489999771,Clc1ccc(CN(Cc2nn[nH]n2)c2ccccc2)cc1Cl,Clc1ccc(CN(Cc2nn[n-]n2)c2ccccc2)cc1Cl,acidic,A,0,-1,7.1768,0.8995,3.2641,-2.253919694,-14.88269598,-12.90518642,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.704721,2,0,0,0.173244763,15.54267031,0.5,0,0,0,0,0,0,1.154700538,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.133333333,0.909090909,0,0,0,0,0.092980269,0,0,1,11,1,2,0,0,0,1,4,44.928309
3977,Clc1cccc(-c2nn[nH]n2)c1,3.609999895,Clc1cccc(-c2nn[nH]n2)c1,Clc1cccc(-c2nn[n-]n2)c1,acidic,A,0,-1,3.0071,1.009,2.0524,-1.71290631,-9.117160612,-8.5583413,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85651044,2,0,0,0.302521482,12.01796469,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.916666667,0,0,0,0,0.058295873,0,0,1,5,1,0,0,0,0,1,3,22.233965
3994,Clc1nn[nH]n1,2.069999933,Clc1nn[nH]n1,Clc1nn[n-]n1,acidic,A,0,-1,0,1.25,1.0895,-0.331763862,-4.290511472,-4.036806883,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28611801,2,0,0,0.523709371,11.58148123,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9.006793
4072,Cn1nnnc1Cc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,4.699999809,Cn1nnnc1Cc1ncc(Cl)cc1[NH2+]S(=O)(=O)c1ccc(Cl)c(Cl)c1,Cn1nnnc1Cc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,acidic,A,0,-1,8.1098,1.2262,4.7879,-1.719383365,-22.25442161,-18.77421128,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.29062241,2,0,0,0.257053116,18.35615915,0.5,0,0.5,0,0,0,0,2.081383019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0.142857143,0.769230769,0.102062073,0.025499586,0.008499862,0,0.134111832,0,0,2,10,0,0,1,0,0,1,7,49.618723
4115,Fc1cccc(CN(Cc2nn[nH]n2)c2ccccc2)c1,4.190000057,Fc1cccc(CN(Cc2nn[nH]n2)c2ccccc2)c1,Fc1cccc(CN(Cc2nn[n-]n2)c2ccccc2)c1,acidic,A,0,-1,7.5855,0.8839,3.4032,-2.81082696,-15.79034417,-14.58260038,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.99386649,2,0,0,0.203798116,15.54175302,0.444444444,0,0,0,0,0,0,1.154700538,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0.952380952,0,0,0,0,0.051556319,0,0,1,11,1,2,0,0,0,1,4,41.792102
4126,Fc1ccccc1CN(Cc1nn[nH]n1)c1ccccc1,4.21999979,Fc1ccccc1CN(Cc1nn[nH]n1)c1ccccc1,Fc1ccccc1CN(Cc1nn[n-]n1)c1ccccc1,acidic,A,0,-1,7.6227,0.9,3.3623,-2.810492352,-15.65093212,-14.61204589,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.99386649,2,0,0,0.203798116,15.54005551,0.444444444,0,0,0,0,0,0,1.154700538,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0.952380952,0,0,0,0,0.051556319,0,0,1,11,1,2,0,0,0,1,4,41.792102
4135,Ic1nn[nH]n1,2.849999905,Ic1nn[nH]n1,Ic1nn[n-]n1,acidic,A,0,-1,0,1.1056,1.1115,-0.173828872,-3.812882409,-3.946175908,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58767556,2,0,0,0.277964082,11.58148123,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12.176793
4196,N#Cc1ccc(-c2nn[nH]n2)cc1,3.529999971,N#Cc1ccc(-c2nn[nH]n2)cc1,N#Cc1ccc(-c2nn[n-]n2)cc1,acidic,A,0,-1,3.3903,1.0727,2.442,-3.277318356,-10.3834369,-11.69392925,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38839089,2,0,0,0.457456554,14.49681816,0.5,0,0,0,0,0.534522484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846153846,0,0,0,0,0.040687722,1,0,1,4,2,0,0,0,0,1,4,22.913965
4222,N#Cc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,4,N#Cc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,N#Cc1cccc(-c2cccc(-c3nn[n-]n3)c2)c1,acidic,A,0,-1,5.5175,0.9923,2.6653,-4.659870937,-11.68855163,-13.98522945,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27219089,2,0,0,0.316691617,14.5214368,0.5,0,0,0,0,0.421637021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894736842,0,0,0,0,0.0684655,1,0,1,8,4,0,0,0,0,1,4,36.141137
4223,N#Cc1cccc(-c2nn[nH]n2)c1,3.450000048,N#Cc1cccc(-c2nn[nH]n2)c1,N#Cc1cccc(-c2nn[n-]n2)c1,acidic,A,0,-1,3.3393,1.0806,2.4281,-3.277461759,-10.32050669,-11.65289197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38839089,2,0,0,0.457456554,14.50071124,0.428571429,0,0,0,0,0.6172134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846153846,0,0,0,0,0.040687722,1,0,1,4,2,0,0,0,0,1,4,22.913965
4229,N#Cc1ccccc1-c1nn[nH]n1,3.549999952,N#Cc1ccccc1-c1nn[nH]n1,N#Cc1ccccc1-c1nn[n-]n1,acidic,A,0,-1,2.9918,1.1083,2.3046,-3.278059273,-9.774952199,-11.33446463,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38839089,2,0,0,0.457456554,14.514337,0.5,0,0,0,0,0.730296743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846153846,0,0,0,0,0.03982292,1,0,1,4,2,0,0,0,0,1,4,22.913965
4613,Nc1nn[nH]n1,5.980000019,Nc1nn[nH]n1,Nc1nn[n-]n1,acidic,A,0,-1,0,3.3565,2.3736,-0.741706501,-9.739818356,-9.0708174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29833444,2,0,0,0.946391027,14.04271498,0.333333333,0,0,0,0,1.632993162,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9.260379
5314,O=c1[nH]ccc2nnnn12,6.949999809,O=C1[NH2+]C=Cc2nnnn21,O=c1[nH]ccc2nnnn12,acidic,A,0,-1,1.773,1.1199,2.0999,-2.082887189,-9.258102294,-9.900143403,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25573249,2,0,0,0.55417001,15.53485295,0.25,0,0,0,0,0,0,2.37841423,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0.045796577,0,0,2,1,0,0,0,0,0,1,4,15.342379
5743,c1ccc(CCc2nn[nH]n2)cc1,5.090000153,c1ccc(CCc2nn[nH]n2)cc1,c1ccc(CCc2nn[n-]n2)cc1,acidic,A,0,-1,4.8025,0.8978,2.1403,-1.54956979,-9.340869981,-7.877605163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.305124,2,0,0,0.312825717,11.96449826,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,1,0,0,0,0,0.0338608,0,0,1,5,1,0,2,0,0,1,3,26.90793
5770,c1ccc(Nc2nn[nH]n2)cc1,6.300000191,c1ccc(Nc2nn[nH]n2)cc1,c1ccc(Nc2nn[n-]n2)cc1,acidic,A,0,-1,3.1337,1.8945,2.6583,-2.131166348,-11.34000956,-11.09091778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06425025,2,0,0,0.412801515,15.06872869,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.021627677,0,0,0,6,0,0,0,0,0,2,4,22.487551
6175,Clc1ccc(OCc2nn[nH]n2)c(C2CCCCC2)c1,3.869999886,Clc1ccc(OCc2nn[nH]n2)c(C2CCCCC2)c1,Clc1ccc(OCc2nn[n-]n2)c(C2CCCCC2)c1,acidic,A,0,-1,7.2507,0.8758,3.1351,-1.011113767,-14.74115679,-11.40473231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.67109369,2,0,0,0.218034982,11.97721409,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.95,0,0,0,0,0.108473061,0,0,1,5,1,1,5,1,0,1,3,43.357481
6183,Fc1ccc2c(/C=C/c3nn[nH]n3)c[nH]c2c1,4.940000057,Fc1ccc2c(/C=C/c3nn[nH]n3)c[nH]c2c1,Fc1ccc2c(/C=C/c3nn[n-]n3)c[nH]c2c1,acidic,A,0,-1,4.3942,1.8305,3.1855,-3.247179732,-14.52669694,-15.49072658,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13566244,2,0,0,0.306666283,15.08772968,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0,0,0,0,0.111159553,0,0,2,7,2,0,0,0,0,2,3,30.751344
6260,O=c1[nH]c2c(Cc3nn[nH]n3)c3ccccc3n2c2ccccc12,4.420000076,O=c1[nH]c2c(Cc3nn[nH]n3)c3ccccc3n2c2ccccc12,O=c1[nH]c2c(Cc3nn[n-]n3)c3ccccc3n2c2ccccc12,acidic,A,0,-1,6.0953,2.1328,3.9648,-5.74125239,-17.73508604,-20.8331979,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99571456,2,0,0,0.290186313,18.84803499,0.5,0,0,0,0,0,0,1.116645971,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.958333333,0,0,0,0,0.23807266,0,0,3,10,3,0,1,0,0,2,4,45.323516
1978,CN(C)c1ccc(/C=C/c2nnnn2-c2ccccc2)cc1,3.470000029,C[NH+](C)c1ccc(/C=C/c2nnnn2-c2ccccc2)cc1,CN(C)c1ccc(/C=C/c2nnnn2-c2ccccc2)cc1,basic,B,1,0,7.979,0,2.7431,-3.132433078,-12.11104207,-11.03819312,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.11091681,2,0,0,0.160880158,15.7696779,0.461538462,0,0,0,0,0,0,1.618870407,0.125,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0.863636364,0,0,0,0,0.066791665,0,0,1,13,1,0,0,0,0,0,4,46.755481
